"","StateName","StructureNumber","ElementNumber","Year.of.Inspection","ConditionState1","ConditionState2","ConditionState3","ConditionState4","FunctionalClassOfInventoryRte","TypeOfDesignConstruction","DeckStructureType","DeckProtection","ScourCriticalBridges","Owner","KindOfMaterialDesign","ADT","ADTT","Year.Built","Skew","TypeOfWearingSurface","ScourCriticalBridges.1","NumberOfSnowfalls","NumberOfFreezeThawCycles","TotalElement"
"111569","Oregon","07553 002 08189",12,2010,8680,3100,620,0,11,2,1,0,"5",1,2,19500,5655,1954,45,6,"5",12,42,12400
"111570","Oregon","07553 002 08189",12,2012,8680,3100,620,0,11,2,1,0,"5",1,2,20000,4600,1954,45,6,"5",18,64,12400
"111571","Oregon","07553 002 08189",12,2015,8680,3100,620,0,11,2,1,0,"5",1,2,20000,4600,1954,45,6,"5",4,28,12400
"111690","Oregon","07567A001 15603",12,1999,5800,0,0,0,1,1,1,0,"3",1,2,8650,1989,1964,18,6,"3",11,16,5800
"111691","Oregon","07567A001 15603",12,2001,5800,0,0,0,1,1,1,0,"3",1,2,9750,3217,1964,18,6,"3",5,17,5800
"111692","Oregon","07567A001 15603",12,2003,5800,0,0,0,1,1,1,0,"3",1,2,9750,3705,1964,18,6,"3",6,14,5800
"111835","Oregon","07569A001 16206",12,1999,7800,0,0,0,1,2,1,0,"N",1,2,14950,3438,1953,0,6,"N",11,16,7800
"111836","Oregon","07569A001 16206",12,2001,7800,0,0,0,1,2,1,0,"N",1,2,21900,5037,1953,0,6,"N",5,17,7800
"111837","Oregon","07569A001 16206",12,2003,7410,0,390,0,1,2,1,0,"N",1,2,19500,7410,1953,0,6,"N",6,14,7800
"111838","Oregon","07569A001 16206",12,2005,7410,0,390,0,1,2,1,0,"N",1,2,20900,7942,1953,0,6,"N",5,12,7800
"111839","Oregon","07569A001 16206",12,2007,7410,0,390,0,1,2,1,0,"N",1,2,21600,8208,1953,0,6,"N",15,35,7800
"111840","Oregon","07569A001 16206",12,2009,7410,0,390,0,1,2,1,0,"N",1,2,21513,6884,1953,0,6,"N",3,33,7800
"111841","Oregon","07569A001 16206",12,2011,7410,0,390,0,1,2,1,0,"N",1,2,19400,7178,1953,21,6,"N",13,36,7800
"112531","Oregon","07594A001 15928",12,1999,9600,0,0,0,1,1,1,0,"N",1,2,14850,3415,1953,0,6,"N",11,16,9600
"112532","Oregon","07594A001 15928",12,2001,9600,0,0,0,1,1,1,0,"N",1,2,19200,4416,1953,0,6,"N",5,17,9600
"112533","Oregon","07594A001 15928",12,2003,9504,96,0,0,1,1,1,0,"N",1,2,19600,7448,1953,0,6,"N",6,14,9600
"112534","Oregon","07594A001 15928",12,2005,9120,384,96,0,1,1,1,0,"N",1,2,20800,7904,1953,0,6,"N",5,12,9600
"112535","Oregon","07594A001 15928",12,2007,9120,384,96,0,1,1,1,0,"N",1,2,21600,8208,1953,0,6,"N",15,35,9600
"112536","Oregon","07594A001 15928",12,2009,9120,384,96,0,1,1,1,0,"N",1,2,21513,6884,1953,0,6,"N",3,33,9600
"113003","Oregon","07626A292 00019",12,1999,3760,846,94,0,7,4,1,0,"N",1,2,2200,110,1953,0,6,"N",3,61,4700
"113004","Oregon","07626A292 00019",12,2003,1175,2820,705,0,7,2,1,0,"N",1,2,1600,80,1953,0,6,"N",7,51,4700
"113005","Oregon","07626A292 00019",12,2005,3760,705,235,0,7,2,1,0,"N",1,2,1648,82,1953,0,6,"N",9,47,4700
"113006","Oregon","07626A292 00019",12,2007,705,3149,846,0,7,2,1,0,"N",1,2,1648,82,1953,0,6,"N",6,53,4700
"113007","Oregon","07626A292 00019",12,2009,705,3149,846,0,7,2,1,0,"N",1,2,1714,85,1953,0,6,"N",10,61,4700
"113008","Oregon","07626A292 00019",12,2011,705,3290,705,0,7,2,1,0,"N",1,2,1200,408,1953,0,6,"N",14,74,4700
"113009","Oregon","07626A292 00019",12,2013,705,3290,705,0,1,2,1,0,"N",1,2,1200,408,1953,0,6,"N",5,56,4700
"113674","Oregon","07650A041 03908",12,1998,2200,0,0,0,2,2,1,0,"U",1,5,1200,180,1965,20,6,"U",21,110,2200
"113675","Oregon","07650A041 03908",12,2000,1980,154,66,0,2,2,1,0,"U",1,5,1150,57,1965,20,6,"U",19,146,2200
"113676","Oregon","07650A041 03908",12,2002,1100,1056,44,0,2,2,1,0,"U",1,5,1100,66,1965,20,6,"U",10,152,2200
"113677","Oregon","07650A041 03908",12,2004,1430,726,44,0,2,2,1,0,"5",1,5,1400,154,1965,20,6,"5",19,145,2200
"113678","Oregon","07650A041 03908",12,2006,1650,506,44,0,2,2,1,0,"5",1,5,1400,140,1965,20,6,"5",13,126,2200
"113679","Oregon","07650A041 03908",12,2008,1650,506,44,0,2,2,1,0,"5",1,5,1100,88,1965,20,6,"5",21,126,2200
"113680","Oregon","07650A041 03908",12,2010,550,1650,0,0,2,2,1,0,"5",1,5,1000,90,1965,20,6,"5",26,98,2200
"113681","Oregon","07650A041 03908",12,2011,1650,550,0,0,2,2,1,0,"5",1,5,1000,90,1965,20,6,"5",12,126,2200
"113682","Oregon","07650A041 03908",12,2013,1386,440,374,0,2,2,1,0,"5",1,5,850,238,1965,20,6,"5",8,114,2200
"113734","Oregon","07651A041 03943",12,1998,2400,0,0,0,2,2,1,0,"3",1,5,1200,180,1966,20,6,"3",21,110,2400
"113735","Oregon","07651A041 03943",12,2000,2280,120,0,0,2,2,1,0,"3",1,5,1150,57,1966,20,6,"3",19,146,2400
"113736","Oregon","07651A041 03943",12,2002,1920,480,0,0,2,2,1,0,"3",1,5,1100,66,1966,20,6,"3",10,152,2400
"113737","Oregon","07651A041 03943",12,2004,1920,480,0,0,2,2,1,0,"5",1,5,1400,154,1966,20,6,"5",19,145,2400
"113738","Oregon","07651A041 03943",12,2006,1920,480,0,0,2,2,1,0,"5",1,5,1400,140,1966,20,6,"5",13,126,2400
"113739","Oregon","07651A041 03943",12,2008,1920,480,0,0,2,2,1,0,"5",1,5,1100,88,1966,20,6,"5",21,126,2400
"113740","Oregon","07651A041 03943",12,2010,480,1920,0,0,2,2,1,0,"5",1,5,1000,90,1966,20,6,"5",26,98,2400
"113741","Oregon","07651A041 03943",12,2011,2016,360,24,0,2,2,1,0,"5",1,5,1000,90,1966,20,6,"5",12,126,2400
"113742","Oregon","07651A041 03943",12,2013,2016,360,24,0,2,2,1,0,"5",1,5,850,238,1966,20,6,"5",8,114,2400
"114952","Oregon","07694 840 00580",12,1998,2800,0,0,0,16,4,1,0,"6",4,1,7210,721,1953,0,1,"6",7,34,2800
"114953","Oregon","07694 840 00580",12,2000,0,2800,0,0,16,4,1,0,"8",4,1,7512,751,1953,0,1,"8",9,37,2800
"114954","Oregon","07694 840 00580",12,2002,0,2800,0,0,16,4,1,0,"8",4,1,7512,751,1953,0,1,"8",10,36,2800
"114955","Oregon","07694 840 00580",12,2004,0,2800,0,0,16,4,1,0,"8",4,1,7737,773,1953,0,1,"8",14,31,2800
"114956","Oregon","07694 840 00580",12,2006,700,700,1400,0,16,4,1,0,"8",4,1,7950,795,1953,0,1,"8",13,52,2800
"114957","Oregon","07694 840 00580",12,2007,0,1400,1400,0,16,2,1,0,"8",4,1,7950,795,1953,0,1,"8",13,56,2800
"114958","Oregon","07694 840 00580",12,2011,0,700,2100,0,16,2,1,0,"8",4,2,8270,827,1953,0,1,"8",9,54,2800
"114959","Oregon","07694 840 00580",12,2013,0,700,2100,0,7,2,1,0,"8",4,2,8270,827,1953,0,1,"8",6,40,2800
"115123","Oregon","07696A015 01010",12,1998,4800,0,0,0,7,2,1,0,"8",2,1,66,0,1956,22,6,"8",23,114,4800
"115124","Oregon","07696A015 01010",12,2000,4800,0,0,0,7,2,1,0,"8",2,1,66,0,1956,22,6,"8",26,142,4800
"115125","Oregon","07696A015 01010",12,2002,4800,0,0,0,7,2,1,0,"8",2,1,66,0,1956,22,6,"8",14,131,4800
"115126","Oregon","07696A015 01010",12,2003,4800,0,0,0,7,2,1,0,"8",2,1,68,0,1956,22,6,"8",18,114,4800
"115127","Oregon","07696A015 01010",12,2004,4800,0,0,0,7,2,1,0,"8",2,2,68,0,1956,22,6,"8",18,113,4800
"115128","Oregon","07696A015 01010",12,2006,4800,0,0,0,7,2,1,0,"8",2,2,70,0,1956,22,6,"8",9,118,4800
"115129","Oregon","07696A015 01010",12,2008,3840,960,0,0,7,2,1,0,"8",2,2,61,0,1956,22,6,"8",30,146,4800
"115130","Oregon","07696A015 01010",12,2010,3840,960,0,0,7,2,1,0,"8",2,2,62,0,1956,22,6,"8",19,111,4800
"115131","Oregon","07696A015 01010",12,2012,3840,960,0,0,7,2,1,0,"8",2,2,62,0,1956,22,6,"8",18,116,4800
"115132","Oregon","07696A015 01010",12,2015,4300,500,0,0,7,2,1,0,"8",2,2,62,0,1956,22,6,"8",29,75,4800
"116101","Oregon","07738C001F18318",12,1998,1500,0,0,0,1,2,1,0,"8",1,2,500,15,1956,0,1,"8",NA,12,1500
"116102","Oregon","07738C001F18318",12,2000,1500,0,0,0,1,2,1,0,"8",1,2,530,15,1956,0,1,"8",1,14,1500
"116103","Oregon","07738C001F18318",12,2002,1500,0,0,0,1,2,1,0,"8",1,2,530,15,1956,0,1,"8",1,18,1500
"116104","Oregon","07738C001F18318",12,2004,1350,150,0,0,17,2,1,0,"8",1,2,689,20,1956,0,1,"8",3,5,1500
"116105","Oregon","07738C001F18318",12,2006,1350,150,0,0,17,2,1,0,"8",1,2,710,21,1956,0,1,"8",2,18,1500
"116106","Oregon","07738C001F18318",12,2008,1350,150,0,0,17,2,1,0,"8",1,2,731,21,1956,0,1,"8",7,23,1500
"116107","Oregon","07738C001F18318",12,2010,1350,150,0,0,17,2,1,0,"8",1,2,1500,315,1956,0,1,"8",2,8,1500
"116142","Oregon","07738D001 18304",12,1998,4100,0,0,0,1,2,1,0,"8",1,2,13425,3624,1961,0,3,"8",NA,12,4100
"116143","Oregon","07738D001 18304",12,2000,4100,0,0,0,1,2,1,0,"8",1,2,18150,3993,1961,0,3,"8",1,14,4100
"116144","Oregon","07738D001 18304",12,2002,4100,0,0,0,1,2,1,0,"8",1,2,21000,3990,1961,0,1,"8",1,18,4100
"116145","Oregon","07738D001 18304",12,2004,3895,205,0,0,1,2,1,0,"8",1,2,20850,3961,1961,0,1,"8",3,5,4100
"116146","Oregon","07738D001 18304",12,2006,3895,205,0,0,1,2,1,0,"8",1,2,21250,4462,1961,0,1,"8",2,18,4100
"116147","Oregon","07738D001 18304",12,2008,3895,205,0,0,1,2,1,0,"8",1,2,21900,5475,1961,0,1,"8",7,23,4100
"116148","Oregon","07738D001 18304",12,2010,3690,410,0,0,1,2,1,0,"8",1,2,22119,5529,1961,0,1,"8",2,8,4100
"116199","Oregon","07740A001 18263",12,1998,3200,0,0,0,1,2,1,0,"8",1,2,13425,3624,1956,0,6,"8",NA,12,3200
"116200","Oregon","07740A001 18263",12,2000,3200,0,0,0,1,2,1,0,"8",1,2,16000,3520,1956,0,6,"8",1,14,3200
"116201","Oregon","07740A001 18263",12,2002,3200,0,0,0,1,2,1,0,"8",1,2,21000,3990,1956,0,6,"8",1,18,3200
"116202","Oregon","07740A001 18263",12,2004,3200,0,0,0,1,2,1,0,"8",1,2,18700,3927,1956,0,6,"8",3,5,3200
"116203","Oregon","07740A001 18263",12,2006,3200,0,0,0,1,2,1,0,"8",1,1,18850,3958,1956,0,6,"8",2,18,3200
"116204","Oregon","07740A001 18263",12,2008,3200,0,0,0,1,2,1,0,"8",1,1,18350,4587,1956,0,6,"8",7,23,3200
"116205","Oregon","07740A001 18263",12,2010,3200,0,0,0,1,2,1,0,"8",1,2,18534,4633,1956,0,6,"8",2,8,3200
"116275","Oregon","07740C001 18263",12,2010,1394,73,0,0,1,2,1,0,"5",1,2,18534,4633,1956,0,3,"5",2,8,1467
"116386","Oregon","07743B001 18049",12,1998,2100,0,0,0,1,2,1,0,"3",1,2,13550,3658,1956,0,3,"3",NA,12,2100
"116387","Oregon","07743B001 18049",12,2000,2100,0,0,0,1,2,1,0,"3",1,2,15950,3509,1956,0,3,"3",1,14,2100
"116388","Oregon","07743B001 18049",12,2002,2100,0,0,0,1,2,1,0,"3",1,2,20000,3800,1956,0,3,"3",1,18,2100
"116389","Oregon","07743B001 18049",12,2004,1995,105,0,0,1,2,1,0,"3",1,2,18400,3496,1956,0,3,"3",3,5,2100
"116390","Oregon","07743B001 18049",12,2006,1995,105,0,0,1,2,1,0,"3",1,2,18850,3958,1956,0,3,"3",2,18,2100
"116391","Oregon","07743B001 18049",12,2008,1995,105,0,0,1,2,1,0,"3",1,2,18350,4587,1956,0,3,"3",7,23,2100
"116392","Oregon","07743B001 18049",12,2010,1995,105,0,0,1,2,1,0,"3",1,2,18534,4633,1956,0,3,"3",2,8,2100
"116449","Oregon","07747 8T2 00027",12,1999,1825,5475,0,0,17,2,1,0,"3",4,2,10200,1020,1953,0,1,"3",2,15,7300
"116450","Oregon","07747 8T2 00027",12,2000,5475,730,1095,0,17,2,1,0,"3",4,2,10200,1020,1953,0,1,"3",1,14,7300
"116451","Oregon","07747 8T2 00027",12,2003,0,0,7300,0,17,2,1,0,"3",4,2,10506,1050,1953,0,1,"3",1,13,7300
"116452","Oregon","07747 8T2 00027",12,2004,0,0,7300,0,17,2,1,0,"3",4,2,10506,1050,1953,0,1,"3",3,5,7300
"116453","Oregon","07747 8T2 00027",12,2006,0,0,7300,0,17,2,1,0,"3",4,2,10821,1082,1953,0,1,"3",2,18,7300
"116454","Oregon","07747 8T2 00027",12,2007,0,1460,5840,0,17,2,1,0,"3",4,2,10821,1082,1953,0,1,"3",2,16,7300
"116455","Oregon","07747 8T2 00027",12,2009,0,1460,5840,0,17,2,1,0,"3",4,2,11257,1125,1953,0,1,"3",NA,15,7300
"116456","Oregon","07747 8T2 00027",12,2010,0,1460,5840,0,17,2,1,0,"3",4,2,11257,1125,1953,0,1,"3",2,8,7300
"116457","Oregon","07747 8T2 00027",12,2012,0,1460,5840,0,17,2,1,0,"3",4,2,11257,1125,1953,0,1,"3",11,10,7300
"116828","Oregon","07759A702 00072",12,1998,0,2200,0,0,7,2,1,0,"2",2,3,116,2,1953,45,6,"2",27,108,2200
"116829","Oregon","07759A702 00072",12,2000,0,2200,0,0,7,2,1,0,"2",2,3,116,2,1953,45,6,"2",22,115,2200
"116830","Oregon","07759A702 00072",12,2002,0,2200,0,0,7,2,1,0,"2",2,3,116,2,1953,45,6,"2",21,117,2200
"116831","Oregon","07759A702 00072",12,2004,0,2200,0,0,7,2,1,0,"2",2,3,119,2,1953,45,6,"2",25,93,2200
"116832","Oregon","07759A702 00072",12,2006,0,2200,0,0,7,2,1,0,"2",2,3,122,2,1953,45,6,"2",18,116,2200
"116833","Oregon","07759A702 00072",12,2008,0,2200,0,0,7,2,1,0,"2",2,3,126,2,1953,45,6,"2",41,110,2200
"116834","Oregon","07759A702 00072",12,2010,0,2200,0,0,7,2,1,0,"3",2,3,127,2,1953,45,6,"3",30,105,2200
"116835","Oregon","07759A702 00072",12,2012,0,2200,0,0,7,2,1,0,"3",2,3,127,2,1953,45,6,"3",13,105,2200
"116836","Oregon","07759A702 00072",12,2015,0,2200,0,0,7,2,1,0,"3",2,3,127,2,1953,45,6,"3",21,70,2200
"117445","Oregon","07793A001 17789",12,1998,3400,0,0,0,1,2,1,0,"3",1,2,30000,8100,1956,0,3,"3",NA,12,3400
"117446","Oregon","07793A001 17789",12,2000,3400,0,0,0,1,2,1,0,"3",1,2,15950,3509,1956,0,3,"3",1,14,3400
"117447","Oregon","07793A001 17789",12,2002,3400,0,0,0,1,2,1,0,"3",1,2,20000,3800,1956,0,3,"3",1,18,3400
"117448","Oregon","07793A001 17789",12,2004,3230,170,0,0,1,2,1,0,"3",1,2,20600,3914,1956,0,3,"3",3,5,3400
"117449","Oregon","07793A001 17789",12,2006,3230,170,0,0,1,2,1,0,"3",1,2,18850,3958,1956,0,3,"3",2,18,3400
"117450","Oregon","07793A001 17789",12,2008,3230,170,0,0,1,2,1,0,"5",1,2,18350,4587,1956,0,3,"5",7,23,3400
"117451","Oregon","07793A001 17789",12,2010,1530,1700,170,0,1,2,1,0,"5",1,2,18534,4633,1956,0,3,"5",2,8,3400
"118255","Oregon","07802A140 03680",12,1998,26200,0,0,0,14,2,1,0,"N",1,6,18200,1092,1975,35,1,"N",1,7,26200
"118256","Oregon","07802A140 03680",12,2000,7860,10480,7860,0,14,2,1,0,"N",1,6,17700,1062,1975,35,1,"N",2,19,26200
"118257","Oregon","07802A140 03680",12,2002,7860,10480,7860,0,14,2,1,0,"N",1,6,19800,1188,1975,35,1,"N",6,14,26200
"118258","Oregon","07802A140 03680",12,2003,7860,10480,7860,0,14,2,1,0,"N",1,6,19800,1584,1975,35,1,"N",2,17,26200
"118259","Oregon","07802A140 03680",12,2005,5240,10480,10480,0,14,2,1,0,"N",1,6,19800,1584,1975,35,1,"N",NA,25,26200
"118260","Oregon","07802A140 03680",12,2007,5240,10480,10480,0,14,2,1,0,"N",1,6,21000,1890,1975,35,1,"N",8,25,26200
"118261","Oregon","07802A140 03680",12,2009,5240,10480,10480,0,14,2,1,0,"N",1,6,20402,1836,1975,35,1,"N",2,33,26200
"118262","Oregon","07802A140 03680",12,2011,5240,10480,10480,0,14,2,1,0,"N",1,6,19800,1188,1975,35,1,"N",6,29,26200
"118263","Oregon","07802A140 03680",12,2013,5240,10480,10480,0,14,2,1,0,"N",1,6,19800,1188,1975,35,1,"N",1,26,26200
"118563","Oregon","07817 162 04289",12,1997,2200,0,0,0,2,3,1,8,"5",1,1,3000,630,1954,55,6,"5",NA,12,2200
"118564","Oregon","07817 162 04289",12,1999,2200,0,0,0,2,2,1,8,"5",1,1,3700,518,1954,55,6,"5",2,12,2200
"118565","Oregon","07817 162 04289",12,2001,2200,0,0,0,2,2,1,8,"5",1,1,3700,518,1954,55,6,"5",1,14,2200
"118566","Oregon","07817 162 04289",12,2003,2200,0,0,0,2,2,1,8,"5",1,2,3400,544,1954,55,6,"5",2,17,2200
"118567","Oregon","07817 162 04289",12,2005,2200,0,0,0,2,2,1,0,"5",1,2,3500,560,1954,55,6,"5",NA,25,2200
"118568","Oregon","07817 162 04289",12,2007,2200,0,0,0,2,2,1,0,"5",1,2,3700,370,1954,55,6,"5",8,25,2200
"118569","Oregon","07817 162 04289",12,2009,2200,0,0,0,2,2,1,0,"5",1,2,3737,373,1954,55,6,"5",2,33,2200
"118570","Oregon","07817 162 04289",12,2011,2200,0,0,0,2,2,1,0,"N",1,2,3700,407,1954,55,6,"N",6,29,2200
"118571","Oregon","07817 162 04289",12,2013,2090,110,0,0,2,2,1,0,"N",1,2,4100,820,1954,55,6,"N",1,26,2200
"118812","Oregon","07828A001 17584",12,2000,2040,1360,0,0,1,2,1,0,"3",1,2,15950,3509,1961,45,3,"3",1,14,3400
"118813","Oregon","07828A001 17584",12,2002,2040,680,680,0,1,2,1,0,"3",1,2,18000,4320,1961,45,3,"3",1,18,3400
"118814","Oregon","07828A001 17584",12,2004,2040,680,680,0,1,2,1,0,"3",1,2,16600,3984,1961,45,3,"3",3,5,3400
"118815","Oregon","07828A001 17584",12,2006,2040,680,680,0,1,2,1,0,"3",1,2,18750,3937,1961,45,3,"3",2,18,3400
"118816","Oregon","07828A001 17584",12,2008,680,680,2040,0,1,2,1,0,"3",1,2,18250,4562,1961,45,3,"3",7,23,3400
"118817","Oregon","07828A001 17584",12,2010,680,680,2040,0,1,2,1,0,"3",1,2,18432,4608,1961,45,3,"3",2,8,3400
"118860","Oregon","07828B001 17584",12,1998,2800,0,0,0,1,2,1,0,"3",1,2,13550,3658,1956,30,6,"3",NA,12,2800
"118861","Oregon","07828B001 17584",12,2000,2800,0,0,0,1,2,1,0,"3",1,2,15950,3509,1956,30,6,"3",1,14,2800
"118862","Oregon","07828B001 17584",12,2002,2800,0,0,0,1,2,1,0,"3",1,2,18000,4320,1956,30,6,"3",1,18,2800
"118863","Oregon","07828B001 17584",12,2003,2800,0,0,0,1,2,1,0,"3",1,2,18550,3895,1956,30,6,"3",1,13,2800
"118864","Oregon","07828B001 17584",12,2004,2800,0,0,0,1,2,1,0,"3",1,2,18550,3895,1956,30,6,"3",3,5,2800
"118865","Oregon","07828B001 17584",12,2006,2800,0,0,0,1,2,1,0,"3",1,2,18750,3937,1956,30,6,"3",2,18,2800
"118866","Oregon","07828B001 17584",12,2008,2800,0,0,0,1,2,1,0,"3",1,2,18250,4562,1956,30,6,"3",7,23,2800
"118867","Oregon","07828B001 17584",12,2010,2800,0,0,0,1,2,1,0,"3",1,2,18432,4608,1956,30,6,"3",2,8,2800
"118982","Oregon","07830A001 17441",12,1998,5200,0,0,0,11,2,1,0,"N",1,2,11075,2990,1962,8,6,"N",NA,12,5200
"118983","Oregon","07830A001 17441",12,2000,5200,0,0,0,11,2,1,0,"N",1,2,11300,2486,1962,8,6,"N",1,14,5200
"118984","Oregon","07830A001 17441",12,2002,5200,0,0,0,11,2,1,0,"N",1,2,18000,4320,1962,8,6,"N",1,18,5200
"118985","Oregon","07830A001 17441",12,2004,5200,0,0,0,11,2,1,0,"N",1,2,12550,3012,1962,8,6,"N",3,5,5200
"118986","Oregon","07830A001 17441",12,2006,5200,0,0,0,11,2,1,0,"N",1,2,13600,2856,1962,8,6,"N",2,18,5200
"118987","Oregon","07830A001 17441",12,2008,5200,0,0,0,11,2,1,0,"N",1,2,13600,3400,1962,8,6,"N",7,23,5200
